Date,Price
2015-12-09,0.0001491807590173
2015-12-10,0.0001443931731736
2015-12-11,0.0001575818380951
2015-12-12,0.0001547731275657
2015-12-13,0.000152799842938
2015-12-14,0.0001516318812372
2015-12-15,0.0001606741272674
2015-12-16,0.0001617018748153
2015-12-17,0.0001580817737888
2015-12-18,0.0001605401196451
2015-12-19,0.0001615448610737
2015-12-20,0.0001518673361177
2015-12-21,0.0001498174104919
2015-12-22,0.00014797729767
2015-12-23,0.0001521870535732
2015-12-24,0.0001557595195143
2015-12-25,0.0001546662305921
2015-12-26,0.0001466871117111
2015-12-27,0.000151998916162
2015-12-28,0.0001382420258891
2015-12-29,0.0001618752581673
2015-12-30,0.0001497824236472
2015-12-31,0.0001521022800948
2016-01-01,0.0001356079220705
2016-01-02,0.0001568288195622
2016-01-03,0.0001504680560932
2016-01-04,0.0001487470924167
2016-01-05,0.0001562805407811
2016-01-06,0.0001622124281454
2016-01-07,0.0001551235334996
2016-01-08,0.0001610513410266
2016-01-09,0.000185099075792
2016-01-10,0.0001811539057009
2016-01-11,0.0001837063726622
2016-01-12,0.00019001013854
2016-01-13,0.0001868979135105
2016-01-14,0.0001824095887581
2016-01-15,0.0001488632903378
2016-01-16,0.0001560630081354
2016-01-17,0.0001526272153167
2016-01-18,0.0001494395358162
2016-01-19,0.0001479460680162
2016-01-20,0.0001651316618559
2016-01-21,0.0001597232107774
2016-01-22,0.0001641214272338
2016-01-23,0.0001715022397808
2016-01-24,0.0001890056184969
2016-01-25,0.0002110751867908
2016-01-26,0.0003411968818892
2016-01-27,0.0004493748501941
2016-01-28,0.0003412508022357
2016-01-29,0.0003159905775601
2016-01-30,0.0002561856026171
2016-01-31,0.0002629052523653
2016-02-01,0.0002622278699221
2016-02-02,0.0002601661706487
2016-02-03,0.0002603815325821
2016-02-04,0.0002859850156848
2016-02-05,0.0002972002935989
2016-02-06,0.0002965887936102
2016-02-07,0.0002813036952476
2016-02-08,0.0002810209070392
2016-02-09,0.0002873054305938
2016-02-10,0.0002890549998095
2016-02-11,0.000279644892738
2016-02-12,0.0002943488161304
2016-02-13,0.0002883702584613
2016-02-14,0.0002916552948796
2016-02-15,0.0002905499361927
2016-02-16,0.0002838011788471
2016-02-17,0.0002729705626718
2016-02-18,0.0002711745048695
2016-02-19,0.0002902588954211
2016-02-20,0.0002877210764469
2016-02-21,0.0002828494796765
2016-02-22,0.0002790152885097
2016-02-23,0.0002763766829392
2016-02-24,0.0002740504197744
2016-02-25,0.0002640254365668
2016-02-26,0.0002578212206722
2016-02-27,0.0002538322551701
